mentee_id,priority_skills,priority_domain,priority_exp,priority_rating,w_skills,w_domain,w_exp,w_rating
mentee_ed22ea01,1,2,5,5,0.1462,0.1923,0.3308,0.3308
mentee_c2b8ea46,3,5,2,2,0.25,0.35,0.2,0.2
mentee_706aa728,5,3,1,1,0.4,0.28,0.16,0.16
mentee_95b8ecbe,1,4,5,5,0.14,0.26,0.3,0.3
mentee_0ec9ab1e,1,5,2,3,0.1545,0.3727,0.2091,0.2636
mentee_411190f3,3,1,2,1,0.3571,0.1857,0.2714,0.1857
mentee_37ca741b,2,1,4,1,0.25,0.175,0.4,0.175
mentee_550c0c76,5,1,4,5,0.3,0.14,0.26,0.3
mentee_fc99e31c,1,2,1,5,0.1667,0.2333,0.1667,0.4333
mentee_b4ef03f9,5,1,1,4,0.3727,0.1545,0.1545,0.3182
mentee_30232873,5,4,3,5,0.2765,0.2412,0.2059,0.2765
mentee_bc2c2d41,4,4,2,4,0.2714,0.2714,0.1857,0.2714
mentee_eb1f0c30,5,3,3,4,0.3,0.22,0.22,0.26
mentee_b7079134,4,2,4,5,0.26,0.18,0.26,0.3
mentee_e29edb43,3,2,2,3,0.28,0.22,0.22,0.28
mentee_2d3b7a2d,2,4,3,2,0.2091,0.3182,0.2636,0.2091
mentee_33ade0fc,3,1,4,3,0.2636,0.1545,0.3182,0.2636
mentee_1e9ff61d,2,1,4,4,0.2091,0.1545,0.3182,0.3182
mentee_7eefd6da,5,2,4,2,0.3308,0.1923,0.2846,0.1923
mentee_11549b97,3,2,4,4,0.2385,0.1923,0.2846,0.2846
mentee_79b6c787,4,4,4,4,0.25,0.25,0.25,0.25
mentee_54a9990e,4,4,3,3,0.2714,0.2714,0.2286,0.2286
mentee_b0b6c0c7,3,4,2,5,0.2286,0.2714,0.1857,0.3143
mentee_3c8c7a85,2,2,2,2,0.25,0.25,0.25,0.25
mentee_a175271d,5,2,5,3,0.3,0.18,0.3,0.22
mentee_8f144e29,4,5,4,3,0.25,0.2875,0.25,0.2125
mentee_5677aa4b,3,2,4,2,0.2636,0.2091,0.3182,0.2091
mentee_1f819df1,4,1,5,4,0.2714,0.1429,0.3143,0.2714
mentee_e1560ca4,3,5,4,1,0.2385,0.3308,0.2846,0.1462
mentee_60b82dfd,2,2,3,5,0.2,0.2,0.25,0.35
mentee_534ab8cf,2,4,5,4,0.18,0.26,0.3,0.26
mentee_471670e9,2,4,1,2,0.2333,0.3667,0.1667,0.2333
mentee_bfad7447,4,5,2,3,0.2714,0.3143,0.1857,0.2286
mentee_11608162,5,2,4,5,0.2875,0.175,0.25,0.2875
mentee_992a3bda,2,2,4,3,0.2091,0.2091,0.3182,0.2636
mentee_675b6af5,4,2,2,4,0.3,0.2,0.2,0.3
mentee_45705ed5,3,5,5,5,0.2,0.2667,0.2667,0.2667
mentee_6d095a95,1,1,1,1,0.25,0.25,0.25,0.25
mentee_55a93220,1,1,1,3,0.2,0.2,0.2,0.4
mentee_73b9a971,1,3,3,2,0.1667,0.3,0.3,0.2333
mentee_a2ced33c,2,2,3,1,0.25,0.25,0.325,0.175
mentee_df090050,3,5,3,5,0.2125,0.2875,0.2125,0.2875
mentee_22c4e2ca,4,4,3,2,0.2846,0.2846,0.2385,0.1923
mentee_9c046514,3,3,1,5,0.25,0.25,0.15,0.35
mentee_a2f21913,2,2,2,4,0.22,0.22,0.22,0.34
mentee_2caa52c9,1,5,5,4,0.14,0.3,0.3,0.26
mentee_effcac68,2,5,5,4,0.175,0.2875,0.2875,0.25
mentee_29155fba,3,2,1,2,0.325,0.25,0.175,0.25
mentee_d5ab4a3c,4,1,1,2,0.4,0.175,0.175,0.25
mentee_05315840,4,4,4,4,0.25,0.25,0.25,0.25
mentee_48c3bef6,2,1,5,3,0.2091,0.1545,0.3727,0.2636
mentee_53dbf61a,4,5,5,2,0.25,0.2875,0.2875,0.175
mentee_ac63ca17,4,1,4,5,0.2714,0.1429,0.2714,0.3143
mentee_ef1e7825,3,3,1,3,0.28,0.28,0.16,0.28
mentee_2038950a,1,2,2,5,0.16,0.22,0.22,0.4
mentee_22384717,3,4,2,1,0.28,0.34,0.22,0.16
mentee_49417b23,2,3,3,1,0.2333,0.3,0.3,0.1667
mentee_e2759b31,3,5,4,1,0.2385,0.3308,0.2846,0.1462
mentee_f1d3aef4,5,5,4,2,0.2875,0.2875,0.25,0.175
mentee_3051d20b,3,3,2,5,0.2385,0.2385,0.1923,0.3308
mentee_f266a6d8,3,5,1,4,0.2385,0.3308,0.1462,0.2846
mentee_74d35d06,3,2,1,2,0.325,0.25,0.175,0.25
mentee_ffdd3aec,3,3,4,4,0.2286,0.2286,0.2714,0.2714
mentee_d3a03162,3,1,3,4,0.2636,0.1545,0.2636,0.3182
mentee_4eb327a1,1,3,5,1,0.16,0.28,0.4,0.16
mentee_7f9710b1,2,5,1,5,0.1923,0.3308,0.1462,0.3308
mentee_6d1c335a,1,3,4,2,0.16,0.28,0.34,0.22
mentee_6dac3cff,4,4,4,1,0.2846,0.2846,0.2846,0.1462
mentee_7b743fd8,3,4,3,3,0.2385,0.2846,0.2385,0.2385
mentee_8ec610ee,5,4,4,3,0.2875,0.25,0.25,0.2125
mentee_765ec094,2,3,3,5,0.1923,0.2385,0.2385,0.3308
mentee_7ec719a5,2,4,3,3,0.2,0.3,0.25,0.25
mentee_d947c7b9,1,4,1,3,0.1667,0.3667,0.1667,0.3
mentee_0a9c44cd,5,1,1,2,0.4333,0.1667,0.1667,0.2333
mentee_5de65a61,1,2,1,2,0.2,0.3,0.2,0.3
mentee_ca3d44eb,3,1,2,5,0.2636,0.1545,0.2091,0.3727
mentee_ddd7f1cd,2,1,1,1,0.34,0.22,0.22,0.22
mentee_7eb071da,1,3,5,1,0.16,0.28,0.4,0.16
mentee_b2047bfb,2,5,4,3,0.1857,0.3143,0.2714,0.2286
mentee_e704e31d,1,5,1,1,0.175,0.475,0.175,0.175
mentee_3d9ad1fc,2,2,1,2,0.2714,0.2714,0.1857,0.2714
mentee_74695b42,1,1,1,4,0.1857,0.1857,0.1857,0.4429
mentee_60cf3d74,2,2,1,1,0.3,0.3,0.2,0.2
mentee_26c612e2,4,3,5,2,0.2714,0.2286,0.3143,0.1857
mentee_6b7677b0,4,2,4,5,0.26,0.18,0.26,0.3
mentee_8067d33e,2,4,3,5,0.1857,0.2714,0.2286,0.3143
mentee_92bc45d5,1,4,2,5,0.15,0.3,0.2,0.35
mentee_da16a22b,1,1,2,2,0.2,0.2,0.3,0.3
mentee_860bf426,3,2,5,5,0.22,0.18,0.3,0.3
mentee_20a68af9,2,1,1,2,0.3,0.2,0.2,0.3
mentee_b2a4d560,2,3,2,2,0.2333,0.3,0.2333,0.2333
mentee_b462b797,4,5,3,5,0.2412,0.2765,0.2059,0.2765
mentee_e4989136,4,5,3,2,0.2714,0.3143,0.2286,0.1857
mentee_7e3d77a7,4,3,3,2,0.3,0.25,0.25,0.2
mentee_7d23090b,5,1,3,3,0.35,0.15,0.25,0.25
mentee_a603a9c4,2,1,1,1,0.34,0.22,0.22,0.22
mentee_66371e6a,4,3,1,5,0.2846,0.2385,0.1462,0.3308
mentee_da2f2a19,4,1,4,1,0.34,0.16,0.34,0.16
mentee_aad90016,1,3,5,3,0.15,0.25,0.35,0.25
mentee_844b944a,5,1,5,3,0.3143,0.1429,0.3143,0.2286
mentee_3cc3020b,3,4,3,4,0.2286,0.2714,0.2286,0.2714
mentee_305d1791,3,4,3,4,0.2286,0.2714,0.2286,0.2714
mentee_10cc54fc,3,5,2,2,0.25,0.35,0.2,0.2
mentee_cc12d494,5,2,1,3,0.3727,0.2091,0.1545,0.2636
mentee_e4bc18b4,4,4,4,3,0.26,0.26,0.26,0.22
mentee_61258f60,4,4,4,4,0.25,0.25,0.25,0.25
mentee_17d6a99a,2,2,4,4,0.2,0.2,0.3,0.3
mentee_eb0a01c7,1,2,3,4,0.16,0.22,0.28,0.34
mentee_d88d7da7,2,4,3,1,0.22,0.34,0.28,0.16
mentee_b2f665b3,4,2,2,5,0.2846,0.1923,0.1923,0.3308
mentee_d4955189,2,2,1,1,0.3,0.3,0.2,0.2
mentee_ae545d78,4,4,2,3,0.2846,0.2846,0.1923,0.2385
mentee_cefec720,3,2,1,4,0.28,0.22,0.16,0.34
mentee_22b29b09,4,2,3,5,0.2714,0.1857,0.2286,0.3143
mentee_254f08f5,3,2,2,4,0.2636,0.2091,0.2091,0.3182
mentee_9f5f0b54,5,4,4,4,0.2765,0.2412,0.2412,0.2412
mentee_82c11820,2,4,1,3,0.22,0.34,0.16,0.28
mentee_a9a6c936,1,1,3,4,0.1667,0.1667,0.3,0.3667
mentee_b692c1ac,5,3,2,2,0.35,0.25,0.2,0.2
mentee_2909829b,5,4,2,4,0.3,0.26,0.18,0.26
mentee_60a5e75e,4,1,3,2,0.34,0.16,0.28,0.22
mentee_c8383f79,3,3,5,4,0.22,0.22,0.3,0.26
mentee_cd0efa6a,5,1,5,2,0.3308,0.1462,0.3308,0.1923
mentee_941dc629,5,3,3,3,0.3143,0.2286,0.2286,0.2286
mentee_4f447e8f,2,3,5,4,0.1857,0.2286,0.3143,0.2714
mentee_b89586b0,1,1,4,3,0.1667,0.1667,0.3667,0.3
mentee_e246b6e9,4,2,2,3,0.3182,0.2091,0.2091,0.2636
mentee_4357fe68,2,3,4,3,0.2,0.25,0.3,0.25
mentee_12391e22,5,3,5,3,0.2875,0.2125,0.2875,0.2125
mentee_9b248615,2,2,3,5,0.2,0.2,0.25,0.35
mentee_e0dfcf00,2,5,5,2,0.1857,0.3143,0.3143,0.1857
mentee_f3135f46,2,4,5,4,0.18,0.26,0.3,0.26
mentee_427516c5,1,3,5,1,0.16,0.28,0.4,0.16
mentee_2b3a5af7,4,2,5,3,0.2714,0.1857,0.3143,0.2286
mentee_16d78681,1,5,4,4,0.1429,0.3143,0.2714,0.2714
mentee_9e6e69e2,5,3,1,4,0.3308,0.2385,0.1462,0.2846
mentee_9ef84a9a,4,2,3,2,0.3182,0.2091,0.2636,0.2091
mentee_9694d120,3,1,4,2,0.28,0.16,0.34,0.22
mentee_99d91759,2,1,3,3,0.2333,0.1667,0.3,0.3
mentee_04065ec5,5,4,5,2,0.2875,0.25,0.2875,0.175
mentee_8c83c8e4,3,3,4,3,0.2385,0.2385,0.2846,0.2385
mentee_d5b0283a,5,5,2,2,0.3143,0.3143,0.1857,0.1857
mentee_d1703cfd,5,5,1,3,0.3143,0.3143,0.1429,0.2286
mentee_d9343762,1,2,5,5,0.1462,0.1923,0.3308,0.3308
mentee_d0a0f9d6,3,2,4,4,0.2385,0.1923,0.2846,0.2846
mentee_4d73ee0b,1,3,3,2,0.1667,0.3,0.3,0.2333
mentee_9a53e8a3,2,3,1,1,0.2714,0.3571,0.1857,0.1857
mentee_00c1cae6,4,1,3,4,0.3,0.15,0.25,0.3
mentee_4d0b0942,2,4,4,5,0.18,0.26,0.26,0.3
mentee_32a2f6ff,2,5,4,3,0.1857,0.3143,0.2714,0.2286
mentee_acf31adc,1,3,4,3,0.1545,0.2636,0.3182,0.2636
mentee_3045cc4c,2,5,4,3,0.1857,0.3143,0.2714,0.2286
mentee_7f85eb68,2,5,2,3,0.2,0.35,0.2,0.25
mentee_7839429a,1,1,1,3,0.2,0.2,0.2,0.4
mentee_3aac4545,5,4,3,2,0.3143,0.2714,0.2286,0.1857
mentee_4b138da9,3,4,5,1,0.2385,0.2846,0.3308,0.1462
mentee_e0101805,4,3,4,2,0.2846,0.2385,0.2846,0.1923
mentee_5d4f19ef,3,5,1,3,0.25,0.35,0.15,0.25
mentee_3c9d8745,3,5,5,1,0.2286,0.3143,0.3143,0.1429
mentee_ee3c9b04,5,1,2,4,0.35,0.15,0.2,0.3
mentee_f3cfbbd2,1,1,2,2,0.2,0.2,0.3,0.3
mentee_71b403da,1,5,2,2,0.16,0.4,0.22,0.22
mentee_f3be57a4,1,3,3,3,0.16,0.28,0.28,0.28
mentee_a9a4eeb6,1,4,3,1,0.1667,0.3667,0.3,0.1667
mentee_11c4a7d6,4,4,5,1,0.2714,0.2714,0.3143,0.1429
mentee_38ce08e8,5,4,4,2,0.3,0.26,0.26,0.18
mentee_e818b057,5,1,2,4,0.35,0.15,0.2,0.3
mentee_70223ab0,2,1,3,2,0.25,0.175,0.325,0.25
mentee_15964c44,2,1,5,1,0.2333,0.1667,0.4333,0.1667
mentee_4a87038e,1,2,4,1,0.175,0.25,0.4,0.175
mentee_79bab741,1,2,2,2,0.1857,0.2714,0.2714,0.2714
mentee_e36f9fcb,2,5,3,3,0.1923,0.3308,0.2385,0.2385
mentee_2ec066b1,4,4,1,5,0.2714,0.2714,0.1429,0.3143
mentee_7189b548,3,4,1,4,0.25,0.3,0.15,0.3
mentee_b9185097,5,1,1,2,0.4333,0.1667,0.1667,0.2333
mentee_eae35d9f,5,1,2,2,0.4,0.16,0.22,0.22
mentee_d2c92b42,5,4,1,3,0.3308,0.2846,0.1462,0.2385
mentee_543936e1,1,5,3,5,0.1429,0.3143,0.2286,0.3143
mentee_6a2b995a,2,4,2,2,0.22,0.34,0.22,0.22
mentee_d09b1b56,5,1,5,3,0.3143,0.1429,0.3143,0.2286
mentee_96f26802,3,5,3,5,0.2125,0.2875,0.2125,0.2875
mentee_f4910c43,4,2,2,5,0.2846,0.1923,0.1923,0.3308
mentee_b2b4dac4,3,3,2,3,0.2636,0.2636,0.2091,0.2636
mentee_726f4457,3,4,1,3,0.2636,0.3182,0.1545,0.2636
mentee_e54e7138,4,1,4,5,0.2714,0.1429,0.2714,0.3143
mentee_f826b990,5,4,2,2,0.3308,0.2846,0.1923,0.1923
mentee_298c5fa5,1,1,4,1,0.1857,0.1857,0.4429,0.1857
mentee_4f7d3282,2,2,5,3,0.2,0.2,0.35,0.25
mentee_8a894905,2,5,3,3,0.1923,0.3308,0.2385,0.2385
mentee_6c52dbdc,4,1,2,5,0.3,0.15,0.2,0.35
mentee_7f9c0b3d,3,2,5,1,0.2636,0.2091,0.3727,0.1545
mentee_53b2281c,3,1,2,2,0.325,0.175,0.25,0.25
mentee_4e940518,3,2,4,4,0.2385,0.1923,0.2846,0.2846
mentee_15f27037,3,4,4,5,0.2125,0.25,0.25,0.2875
mentee_a820f6b9,2,4,4,5,0.18,0.26,0.26,0.3
mentee_baa3050e,5,3,2,1,0.3727,0.2636,0.2091,0.1545
mentee_e9cdf82c,5,1,1,1,0.475,0.175,0.175,0.175
mentee_8705b440,5,1,1,3,0.4,0.16,0.16,0.28
mentee_f75d59a7,1,3,4,4,0.15,0.25,0.3,0.3
mentee_6ba5c4e0,5,2,1,1,0.4333,0.2333,0.1667,0.1667
mentee_307a1089,3,2,2,4,0.2636,0.2091,0.2091,0.3182
mentee_4bdcfce7,3,1,3,4,0.2636,0.1545,0.2636,0.3182
mentee_fddd9163,1,3,1,1,0.2,0.4,0.2,0.2
mentee_ee7c4857,3,2,3,4,0.25,0.2,0.25,0.3
mentee_3d46b964,2,1,1,4,0.25,0.175,0.175,0.4
mentee_bf481026,2,1,1,1,0.34,0.22,0.22,0.22
mentee_0dfdea30,2,4,5,5,0.175,0.25,0.2875,0.2875
mentee_95fe4c92,3,3,1,5,0.25,0.25,0.15,0.35
mentee_b234b8e3,4,1,2,2,0.3667,0.1667,0.2333,0.2333
mentee_da517ab6,1,4,4,1,0.16,0.34,0.34,0.16
mentee_731f01c2,1,4,4,4,0.1462,0.2846,0.2846,0.2846
mentee_d969ebe0,4,2,1,5,0.3,0.2,0.15,0.35
mentee_9cb42d6a,1,1,3,3,0.175,0.175,0.325,0.325
mentee_d2616563,4,2,3,1,0.34,0.22,0.28,0.16
mentee_f0ef9f21,3,2,2,4,0.2636,0.2091,0.2091,0.3182
mentee_9df893d7,1,1,5,4,0.1545,0.1545,0.3727,0.3182
mentee_fa59a79e,5,4,2,1,0.35,0.3,0.2,0.15
mentee_20ba3dfa,3,3,1,5,0.25,0.25,0.15,0.35
mentee_d54580c2,3,4,4,5,0.2125,0.25,0.25,0.2875
mentee_bf408526,2,3,3,5,0.1923,0.2385,0.2385,0.3308
mentee_25b72bb5,5,2,3,3,0.3308,0.1923,0.2385,0.2385
mentee_607ceee6,4,2,5,4,0.26,0.18,0.3,0.26
mentee_6117e487,3,4,3,3,0.2385,0.2846,0.2385,0.2385
mentee_2f0598c7,2,4,5,4,0.18,0.26,0.3,0.26
mentee_bbed2c5c,3,4,1,5,0.2385,0.2846,0.1462,0.3308
mentee_94d3c9d4,3,2,3,3,0.2636,0.2091,0.2636,0.2636
mentee_26b14a67,4,4,5,2,0.26,0.26,0.3,0.18
mentee_02f8ce12,1,3,5,2,0.1545,0.2636,0.3727,0.2091
mentee_d80e0f81,5,3,5,2,0.3,0.22,0.3,0.18
mentee_297e7ab8,5,2,2,4,0.3308,0.1923,0.1923,0.2846
mentee_3f712364,1,4,1,5,0.1545,0.3182,0.1545,0.3727
mentee_de24bd8b,5,1,5,1,0.35,0.15,0.35,0.15
mentee_124bb2ed,5,1,3,5,0.3143,0.1429,0.2286,0.3143
mentee_d97a15c4,2,2,3,4,0.2091,0.2091,0.2636,0.3182
mentee_a8b47c69,1,3,3,5,0.15,0.25,0.25,0.35
mentee_a467bf23,4,5,4,2,0.26,0.3,0.26,0.18
mentee_74994b00,5,3,4,1,0.3308,0.2385,0.2846,0.1462
mentee_32df9bb2,2,4,2,2,0.22,0.34,0.22,0.22
mentee_5e01e85d,1,5,1,4,0.1545,0.3727,0.1545,0.3182
mentee_0c49cf6e,2,1,3,2,0.25,0.175,0.325,0.25
mentee_a996affc,4,3,2,5,0.2714,0.2286,0.1857,0.3143
mentee_090d5264,1,2,1,1,0.22,0.34,0.22,0.22
mentee_77d9131e,1,3,1,2,0.1857,0.3571,0.1857,0.2714
mentee_e4d9ad17,2,1,1,3,0.2714,0.1857,0.1857,0.3571
mentee_77e14a26,4,1,4,3,0.3,0.15,0.3,0.25
mentee_01f8c674,4,1,5,3,0.2846,0.1462,0.3308,0.2385
mentee_897e18de,3,4,3,2,0.25,0.3,0.25,0.2
mentee_0ed50307,3,4,5,5,0.2059,0.2412,0.2765,0.2765
mentee_f5824d6e,4,5,5,1,0.26,0.3,0.3,0.14
mentee_cf4aefc6,4,1,4,3,0.3,0.15,0.3,0.25
mentee_33d84dfd,3,1,3,4,0.2636,0.1545,0.2636,0.3182
mentee_1f91d249,4,5,1,4,0.2714,0.3143,0.1429,0.2714
mentee_ba2ff321,5,5,3,4,0.2765,0.2765,0.2059,0.2412
mentee_ec9f93f1,1,4,1,4,0.16,0.34,0.16,0.34
mentee_f6f4df95,1,4,3,5,0.1462,0.2846,0.2385,0.3308
mentee_906ef0c4,1,1,2,1,0.22,0.22,0.34,0.22
mentee_4a87adbb,4,4,3,2,0.2846,0.2846,0.2385,0.1923
mentee_dc46e349,5,4,1,3,0.3308,0.2846,0.1462,0.2385
mentee_44246811,3,5,4,2,0.2286,0.3143,0.2714,0.1857
mentee_8b070155,5,4,1,1,0.3727,0.3182,0.1545,0.1545
mentee_ea52e425,2,5,1,5,0.1923,0.3308,0.1462,0.3308
mentee_fabd0836,4,1,5,2,0.3,0.15,0.35,0.2
mentee_ce220155,4,3,5,4,0.25,0.2125,0.2875,0.25
mentee_2c296cd7,5,1,3,5,0.3143,0.1429,0.2286,0.3143
mentee_ec4b7600,1,5,4,2,0.15,0.35,0.3,0.2
mentee_36a3647e,4,3,2,1,0.34,0.28,0.22,0.16
mentee_ae52a7f7,3,5,3,4,0.22,0.3,0.22,0.26
mentee_9f22460c,1,2,1,2,0.2,0.3,0.2,0.3
mentee_6912a4d4,4,4,2,1,0.3182,0.3182,0.2091,0.1545
mentee_43de86e4,4,2,4,1,0.3182,0.2091,0.3182,0.1545
mentee_0b038113,3,2,2,3,0.28,0.22,0.22,0.28
mentee_fec32df4,5,4,2,4,0.3,0.26,0.18,0.26
mentee_aed1606a,1,1,2,2,0.2,0.2,0.3,0.3
mentee_5cf7381e,2,5,5,1,0.1923,0.3308,0.3308,0.1462
mentee_2ef27bd8,4,4,3,4,0.26,0.26,0.22,0.26
mentee_ae089779,1,5,3,5,0.1429,0.3143,0.2286,0.3143
mentee_f6d782fd,1,4,4,1,0.16,0.34,0.34,0.16
mentee_5d924e1b,3,4,5,4,0.2125,0.25,0.2875,0.25
mentee_1e1f6c2d,1,1,1,3,0.2,0.2,0.2,0.4
mentee_331080c0,3,4,4,5,0.2125,0.25,0.25,0.2875
mentee_d5d92cc2,2,2,1,1,0.3,0.3,0.2,0.2
mentee_8cabcd3e,2,1,5,2,0.22,0.16,0.4,0.22
mentee_f9bcfb89,2,4,5,3,0.1857,0.2714,0.3143,0.2286
mentee_f15de76d,5,3,4,1,0.3308,0.2385,0.2846,0.1462
mentee_a296ebf4,2,5,4,1,0.2,0.35,0.3,0.15
mentee_7135bbfe,5,1,2,2,0.4,0.16,0.22,0.22
mentee_2bceb91b,2,3,2,4,0.2091,0.2636,0.2091,0.3182
mentee_dc550e13,1,3,1,5,0.16,0.28,0.16,0.4
mentee_a3f8d5a2,1,1,5,3,0.16,0.16,0.4,0.28
mentee_fc6714bb,5,5,1,3,0.3143,0.3143,0.1429,0.2286
mentee_c36dfa70,2,3,2,4,0.2091,0.2636,0.2091,0.3182
mentee_02c0c584,2,2,4,4,0.2,0.2,0.3,0.3
mentee_7d045c06,4,2,1,2,0.3667,0.2333,0.1667,0.2333
mentee_9181ef4c,4,5,5,1,0.26,0.3,0.3,0.14
mentee_132b5fcf,2,2,5,2,0.2091,0.2091,0.3727,0.2091
mentee_f8a50ee8,1,4,5,1,0.1545,0.3182,0.3727,0.1545
mentee_e6c63ad7,5,2,2,4,0.3308,0.1923,0.1923,0.2846
mentee_a9b153b1,3,2,3,4,0.25,0.2,0.25,0.3
mentee_cfb946a8,1,4,1,3,0.1667,0.3667,0.1667,0.3
mentee_b1905f28,4,1,2,3,0.34,0.16,0.22,0.28
mentee_d65af190,4,4,5,2,0.26,0.26,0.3,0.18
mentee_ab5f523a,2,4,5,5,0.175,0.25,0.2875,0.2875
mentee_531de85b,4,2,2,5,0.2846,0.1923,0.1923,0.3308
mentee_7b1e1cfc,5,3,4,1,0.3308,0.2385,0.2846,0.1462
mentee_332ebd27,4,5,1,4,0.2714,0.3143,0.1429,0.2714
mentee_736c851a,1,5,1,2,0.1667,0.4333,0.1667,0.2333
mentee_e6a4344f,1,3,3,4,0.1545,0.2636,0.2636,0.3182
mentee_76097b17,3,4,3,3,0.2385,0.2846,0.2385,0.2385
mentee_735f0bb4,5,5,3,3,0.2875,0.2875,0.2125,0.2125
mentee_cac88cc9,4,5,4,4,0.2412,0.2765,0.2412,0.2412
mentee_aeac54e6,5,5,5,5,0.25,0.25,0.25,0.25
mentee_3b4d670a,5,2,4,3,0.3143,0.1857,0.2714,0.2286
mentee_cf3bba63,1,4,3,5,0.1462,0.2846,0.2385,0.3308
mentee_b8681fd4,5,5,1,3,0.3143,0.3143,0.1429,0.2286
mentee_37f54727,3,3,3,5,0.2286,0.2286,0.2286,0.3143
mentee_eb08bddf,5,2,3,3,0.3308,0.1923,0.2385,0.2385
mentee_18e0e231,2,5,2,3,0.2,0.35,0.2,0.25
mentee_49a8b0fd,3,2,3,5,0.2385,0.1923,0.2385,0.3308
mentee_69d1c799,4,3,3,5,0.26,0.22,0.22,0.3
mentee_dcf7e628,4,2,5,2,0.2846,0.1923,0.3308,0.1923
mentee_ab6380c9,3,2,3,5,0.2385,0.1923,0.2385,0.3308
mentee_1029fd14,5,3,2,4,0.3143,0.2286,0.1857,0.2714
mentee_4f105750,5,5,2,1,0.3308,0.3308,0.1923,0.1462
mentee_885f1ec2,3,2,2,5,0.25,0.2,0.2,0.35
mentee_e472b19d,3,2,4,3,0.25,0.2,0.3,0.25
mentee_55df1e6d,2,4,4,3,0.1923,0.2846,0.2846,0.2385
mentee_e5d35239,5,4,5,3,0.2765,0.2412,0.2765,0.2059
mentee_d085ffde,2,3,5,1,0.2091,0.2636,0.3727,0.1545
mentee_861157a8,3,1,4,5,0.2385,0.1462,0.2846,0.3308
mentee_e60f9362,4,1,1,2,0.4,0.175,0.175,0.25
mentee_d43b5000,3,4,4,5,0.2125,0.25,0.25,0.2875
mentee_a11d6502,5,3,5,5,0.2667,0.2,0.2667,0.2667
mentee_b36b8ec5,4,2,3,1,0.34,0.22,0.28,0.16
mentee_0e81d474,4,4,5,1,0.2714,0.2714,0.3143,0.1429
mentee_369b1b89,4,4,4,3,0.26,0.26,0.26,0.22
mentee_4fff828f,1,2,2,1,0.2,0.3,0.3,0.2
mentee_89b08377,3,1,1,1,0.4,0.2,0.2,0.2
mentee_e04ff32c,3,1,5,5,0.2286,0.1429,0.3143,0.3143
mentee_4d9b87f8,3,2,1,4,0.28,0.22,0.16,0.34
mentee_ed7dcfca,2,1,5,1,0.2333,0.1667,0.4333,0.1667
mentee_c71ebda5,1,1,3,5,0.16,0.16,0.28,0.4
mentee_4b9ddba7,3,3,4,2,0.25,0.25,0.3,0.2
mentee_66a2a4ae,2,2,5,5,0.1857,0.1857,0.3143,0.3143
mentee_ed85e3fd,5,3,5,3,0.2875,0.2125,0.2875,0.2125
mentee_a94f183c,2,2,1,5,0.22,0.22,0.16,0.4
mentee_540c557c,5,3,2,2,0.35,0.25,0.2,0.2
mentee_a3072a13,4,2,5,5,0.25,0.175,0.2875,0.2875
mentee_bd53c71a,1,2,1,5,0.1667,0.2333,0.1667,0.4333
mentee_f969c27f,5,3,4,1,0.3308,0.2385,0.2846,0.1462
mentee_f96194a8,1,2,4,2,0.1667,0.2333,0.3667,0.2333
mentee_b37247ad,2,4,5,2,0.1923,0.2846,0.3308,0.1923
mentee_faef5e51,2,2,3,1,0.25,0.25,0.325,0.175
mentee_e4de5402,1,2,3,4,0.16,0.22,0.28,0.34
mentee_1b3846b8,5,5,4,4,0.2667,0.2667,0.2333,0.2333
mentee_1b6871f1,2,2,1,1,0.3,0.3,0.2,0.2
mentee_f32717a4,4,4,4,2,0.2714,0.2714,0.2714,0.1857
mentee_19743895,4,5,4,1,0.2714,0.3143,0.2714,0.1429
mentee_94025a81,5,3,2,4,0.3143,0.2286,0.1857,0.2714
mentee_4c5993ff,4,5,3,3,0.26,0.3,0.22,0.22
mentee_ce4e28b4,1,4,5,5,0.14,0.26,0.3,0.3
mentee_eb69d38b,4,4,5,2,0.26,0.26,0.3,0.18
mentee_f117d003,3,2,1,5,0.2636,0.2091,0.1545,0.3727
mentee_d72d04ba,4,2,4,2,0.3,0.2,0.3,0.2
mentee_bb419507,2,3,3,4,0.2,0.25,0.25,0.3
mentee_2951670c,3,2,3,2,0.28,0.22,0.28,0.22
mentee_4fea5631,4,5,4,1,0.2714,0.3143,0.2714,0.1429
mentee_49f3c0a6,5,2,1,4,0.35,0.2,0.15,0.3
mentee_8d67b296,1,4,5,3,0.1462,0.2846,0.3308,0.2385
mentee_b2b1439f,3,4,1,4,0.25,0.3,0.15,0.3
mentee_9e5f5dd9,4,4,4,1,0.2846,0.2846,0.2846,0.1462
mentee_da1fb0c0,4,3,3,2,0.3,0.25,0.25,0.2
mentee_eae5446e,3,3,3,4,0.2385,0.2385,0.2385,0.2846
mentee_d7e0a1f9,2,2,2,5,0.2091,0.2091,0.2091,0.3727
mentee_0a407d7e,5,5,5,2,0.2765,0.2765,0.2765,0.1706
mentee_9acfd35c,1,4,3,1,0.1667,0.3667,0.3,0.1667
mentee_5ef89286,2,1,2,1,0.3,0.2,0.3,0.2
mentee_378c3443,5,5,1,3,0.3143,0.3143,0.1429,0.2286
mentee_7cb69d60,1,5,3,4,0.1462,0.3308,0.2385,0.2846
mentee_33c69966,2,3,2,4,0.2091,0.2636,0.2091,0.3182
mentee_20ef6e72,3,2,2,4,0.2636,0.2091,0.2091,0.3182
